image_st,labels,image_rgb,percentile
images_pr_guaratuba_B10_raw_09_14.tif,labels_pr_guaratuba_09_14.tif,images_pr_guaratuba_rgb_09_14.tif,3
images_pr_guaratuba_B10_raw_10_18.tif,labels_pr_guaratuba_10_18.tif,images_pr_guaratuba_rgb_10_18.tif,2
images_pr_paranagua_B10_raw_041_092.tif,labels_pr_paranagua_041_092.tif,images_pr_paranagua_041_092.tif,3
images_pr_guaratuba_B10_raw_17_18.tif,labels_pr_guaratuba_17_18.tif,images_pr_guaratuba_rgb_17_18.tif,2
images_pr_guaratuba_B10_raw_07_09.tif,labels_pr_guaratuba_07_09.tif,images_pr_guaratuba_rgb_07_09.tif,3
images_pr_paranagua_B10_raw_026_067.tif,labels_pr_paranagua_026_067.tif,images_pr_paranagua_026_067.tif,0
images_pr_guaratuba_B10_raw_07_26.tif,labels_pr_guaratuba_07_26.tif,images_pr_guaratuba_rgb_07_26.tif,2
images_pr_guaratuba_B10_raw_05_18.tif,labels_pr_guaratuba_05_18.tif,images_pr_guaratuba_rgb_05_18.tif,1
images_pr_paranagua_B10_raw_045_094.tif,labels_pr_paranagua_045_094.tif,images_pr_paranagua_045_094.tif,0
images_pr_paranagua_B10_raw_051_050.tif,labels_pr_paranagua_051_050.tif,images_pr_paranagua_051_050.tif,0
images_pr_paranagua_B10_raw_007_067.tif,labels_pr_paranagua_007_067.tif,images_pr_paranagua_007_067.tif,1
images_pr_paranagua_B10_raw_059_040.tif,labels_pr_paranagua_059_040.tif,images_pr_paranagua_059_040.tif,1
images_pr_paranagua_B10_raw_037_057.tif,labels_pr_paranagua_037_057.tif,images_pr_paranagua_037_057.tif,1
images_pr_paranagua_B10_raw_033_096.tif,labels_pr_paranagua_033_096.tif,images_pr_paranagua_033_096.tif,0
images_pr_paranagua_B10_raw_038_006.tif,labels_pr_paranagua_038_006.tif,images_pr_paranagua_038_006.tif,1
images_pr_paranagua_B10_raw_056_007.tif,labels_pr_paranagua_056_007.tif,images_pr_paranagua_056_007.tif,0
images_pr_paranagua_B10_raw_021_079.tif,labels_pr_paranagua_021_079.tif,images_pr_paranagua_021_079.tif,1
images_pr_guaratuba_B10_raw_09_11.tif,labels_pr_guaratuba_09_11.tif,images_pr_guaratuba_rgb_09_11.tif,1
images_pr_paranagua_B10_raw_036_023.tif,labels_pr_paranagua_036_023.tif,images_pr_paranagua_036_023.tif,3
images_pr_paranagua_B10_raw_070_044.tif,labels_pr_paranagua_070_044.tif,images_pr_paranagua_070_044.tif,0
images_pr_paranagua_B10_raw_030_052.tif,labels_pr_paranagua_030_052.tif,images_pr_paranagua_030_052.tif,1
images_pr_paranagua_B10_raw_019_111.tif,labels_pr_paranagua_019_111.tif,images_pr_paranagua_019_111.tif,2
images_pr_paranagua_B10_raw_024_077.tif,labels_pr_paranagua_024_077.tif,images_pr_paranagua_024_077.tif,2
images_pr_paranagua_B10_raw_030_089.tif,labels_pr_paranagua_030_089.tif,images_pr_paranagua_030_089.tif,3
images_pr_guaratuba_B10_raw_06_10.tif,labels_pr_guaratuba_06_10.tif,images_pr_guaratuba_rgb_06_10.tif,2
images_pr_paranagua_B10_raw_021_082.tif,labels_pr_paranagua_021_082.tif,images_pr_paranagua_021_082.tif,0
images_pr_paranagua_B10_raw_027_056.tif,labels_pr_paranagua_027_056.tif,images_pr_paranagua_027_056.tif,1
images_pr_paranagua_B10_raw_062_060.tif,labels_pr_paranagua_062_060.tif,images_pr_paranagua_062_060.tif,3
images_pr_paranagua_B10_raw_030_015.tif,labels_pr_paranagua_030_015.tif,images_pr_paranagua_030_015.tif,0
images_pr_paranagua_B10_raw_016_080.tif,labels_pr_paranagua_016_080.tif,images_pr_paranagua_016_080.tif,2
images_pr_paranagua_B10_raw_064_054.tif,labels_pr_paranagua_064_054.tif,images_pr_paranagua_064_054.tif,0
images_pr_paranagua_B10_raw_047_086.tif,labels_pr_paranagua_047_086.tif,images_pr_paranagua_047_086.tif,2
images_pr_paranagua_B10_raw_066_065.tif,labels_pr_paranagua_066_065.tif,images_pr_paranagua_066_065.tif,2
images_pr_guaratuba_B10_raw_05_12.tif,labels_pr_guaratuba_05_12.tif,images_pr_guaratuba_rgb_05_12.tif,3
images_pr_guaratuba_B10_raw_11_17.tif,labels_pr_guaratuba_11_17.tif,images_pr_guaratuba_rgb_11_17.tif,2
images_pr_paranagua_B10_raw_038_023.tif,labels_pr_paranagua_038_023.tif,images_pr_paranagua_038_023.tif,3
images_pr_paranagua_B10_raw_039_007.tif,labels_pr_paranagua_039_007.tif,images_pr_paranagua_039_007.tif,0
images_pr_paranagua_B10_raw_025_085.tif,labels_pr_paranagua_025_085.tif,images_pr_paranagua_025_085.tif,3
images_pr_paranagua_B10_raw_056_012.tif,labels_pr_paranagua_056_012.tif,images_pr_paranagua_056_012.tif,0
images_pr_guaratuba_B10_raw_25_14.tif,labels_pr_guaratuba_25_14.tif,images_pr_guaratuba_rgb_25_14.tif,1
images_pr_paranagua_B10_raw_070_049.tif,labels_pr_paranagua_070_049.tif,images_pr_paranagua_070_049.tif,0
images_pr_paranagua_B10_raw_019_089.tif,labels_pr_paranagua_019_089.tif,images_pr_paranagua_019_089.tif,2
images_pr_paranagua_B10_raw_009_063.tif,labels_pr_paranagua_009_063.tif,images_pr_paranagua_009_063.tif,2
images_pr_paranagua_B10_raw_041_082.tif,labels_pr_paranagua_041_082.tif,images_pr_paranagua_041_082.tif,2
images_pr_paranagua_B10_raw_042_010.tif,labels_pr_paranagua_042_010.tif,images_pr_paranagua_042_010.tif,3
images_pr_paranagua_B10_raw_049_053.tif,labels_pr_paranagua_049_053.tif,images_pr_paranagua_049_053.tif,0
images_pr_paranagua_B10_raw_063_068.tif,labels_pr_paranagua_063_068.tif,images_pr_paranagua_063_068.tif,0
images_pr_paranagua_B10_raw_019_104.tif,labels_pr_paranagua_019_104.tif,images_pr_paranagua_019_104.tif,0
images_pr_paranagua_B10_raw_025_102.tif,labels_pr_paranagua_025_102.tif,images_pr_paranagua_025_102.tif,0
images_pr_paranagua_B10_raw_066_061.tif,labels_pr_paranagua_066_061.tif,images_pr_paranagua_066_061.tif,3
images_pr_paranagua_B10_raw_032_012.tif,labels_pr_paranagua_032_012.tif,images_pr_paranagua_032_012.tif,0
images_pr_paranagua_B10_raw_040_016.tif,labels_pr_paranagua_040_016.tif,images_pr_paranagua_040_016.tif,3
images_pr_paranagua_B10_raw_061_029.tif,labels_pr_paranagua_061_029.tif,images_pr_paranagua_061_029.tif,2
images_pr_paranagua_B10_raw_045_090.tif,labels_pr_paranagua_045_090.tif,images_pr_paranagua_045_090.tif,1
images_pr_paranagua_B10_raw_026_051.tif,labels_pr_paranagua_026_051.tif,images_pr_paranagua_026_051.tif,3
images_pr_paranagua_B10_raw_054_020.tif,labels_pr_paranagua_054_020.tif,images_pr_paranagua_054_020.tif,1
images_pr_paranagua_B10_raw_046_094.tif,labels_pr_paranagua_046_094.tif,images_pr_paranagua_046_094.tif,0
images_pr_paranagua_B10_raw_068_048.tif,labels_pr_paranagua_068_048.tif,images_pr_paranagua_068_048.tif,1
images_pr_paranagua_B10_raw_025_095.tif,labels_pr_paranagua_025_095.tif,images_pr_paranagua_025_095.tif,2
images_pr_paranagua_B10_raw_023_083.tif,labels_pr_paranagua_023_083.tif,images_pr_paranagua_023_083.tif,2
images_pr_guaratuba_B10_raw_08_18.tif,labels_pr_guaratuba_08_18.tif,images_pr_guaratuba_rgb_08_18.tif,3
images_pr_paranagua_B10_raw_048_084.tif,labels_pr_paranagua_048_084.tif,images_pr_paranagua_048_084.tif,3
images_pr_paranagua_B10_raw_071_047.tif,labels_pr_paranagua_071_047.tif,images_pr_paranagua_071_047.tif,2
images_pr_paranagua_B10_raw_059_037.tif,labels_pr_paranagua_059_037.tif,images_pr_paranagua_059_037.tif,3
images_pr_paranagua_B10_raw_038_064.tif,labels_pr_paranagua_038_064.tif,images_pr_paranagua_038_064.tif,1
images_pr_paranagua_B10_raw_055_007.tif,labels_pr_paranagua_055_007.tif,images_pr_paranagua_055_007.tif,0
images_pr_paranagua_B10_raw_029_080.tif,labels_pr_paranagua_029_080.tif,images_pr_paranagua_029_080.tif,2
images_pr_paranagua_B10_raw_061_054.tif,labels_pr_paranagua_061_054.tif,images_pr_paranagua_061_054.tif,2
images_pr_guaratuba_B10_raw_02_23.tif,labels_pr_guaratuba_02_23.tif,images_pr_guaratuba_rgb_02_23.tif,0
images_pr_paranagua_B10_raw_029_051.tif,labels_pr_paranagua_029_051.tif,images_pr_paranagua_029_051.tif,1
images_pr_paranagua_B10_raw_030_055.tif,labels_pr_paranagua_030_055.tif,images_pr_paranagua_030_055.tif,2
images_pr_paranagua_B10_raw_040_024.tif,labels_pr_paranagua_040_024.tif,images_pr_paranagua_040_024.tif,3
images_pr_paranagua_B10_raw_021_063.tif,labels_pr_paranagua_021_063.tif,images_pr_paranagua_021_063.tif,3
images_pr_paranagua_B10_raw_031_017.tif,labels_pr_paranagua_031_017.tif,images_pr_paranagua_031_017.tif,0
images_pr_guaratuba_B10_raw_09_10.tif,labels_pr_guaratuba_09_10.tif,images_pr_guaratuba_rgb_09_10.tif,3
images_pr_paranagua_B10_raw_022_099.tif,labels_pr_paranagua_022_099.tif,images_pr_paranagua_022_099.tif,0
images_pr_paranagua_B10_raw_063_063.tif,labels_pr_paranagua_063_063.tif,images_pr_paranagua_063_063.tif,2
images_pr_paranagua_B10_raw_058_059.tif,labels_pr_paranagua_058_059.tif,images_pr_paranagua_058_059.tif,0
images_pr_guaratuba_B10_raw_19_03.tif,labels_pr_guaratuba_19_03.tif,images_pr_guaratuba_rgb_19_03.tif,1
images_pr_paranagua_B10_raw_061_033.tif,labels_pr_paranagua_061_033.tif,images_pr_paranagua_061_033.tif,3
images_pr_paranagua_B10_raw_024_081.tif,labels_pr_paranagua_024_081.tif,images_pr_paranagua_024_081.tif,2
images_pr_paranagua_B10_raw_033_025.tif,labels_pr_paranagua_033_025.tif,images_pr_paranagua_033_025.tif,2
images_pr_paranagua_B10_raw_012_059.tif,labels_pr_paranagua_012_059.tif,images_pr_paranagua_012_059.tif,1
images_pr_paranagua_B10_raw_053_012.tif,labels_pr_paranagua_053_012.tif,images_pr_paranagua_053_012.tif,2
images_pr_paranagua_B10_raw_037_009.tif,labels_pr_paranagua_037_009.tif,images_pr_paranagua_037_009.tif,3
images_pr_paranagua_B10_raw_013_081.tif,labels_pr_paranagua_013_081.tif,images_pr_paranagua_013_081.tif,2
images_pr_paranagua_B10_raw_044_095.tif,labels_pr_paranagua_044_095.tif,images_pr_paranagua_044_095.tif,0
images_pr_paranagua_B10_raw_033_014.tif,labels_pr_paranagua_033_014.tif,images_pr_paranagua_033_014.tif,2
images_pr_paranagua_B10_raw_057_044.tif,labels_pr_paranagua_057_044.tif,images_pr_paranagua_057_044.tif,0
images_pr_paranagua_B10_raw_047_092.tif,labels_pr_paranagua_047_092.tif,images_pr_paranagua_047_092.tif,0
images_pr_guaratuba_B10_raw_14_19.tif,labels_pr_guaratuba_14_19.tif,images_pr_guaratuba_rgb_14_19.tif,1
images_pr_guaratuba_B10_raw_08_05.tif,labels_pr_guaratuba_08_05.tif,images_pr_guaratuba_rgb_08_05.tif,3
images_pr_paranagua_B10_raw_045_049.tif,labels_pr_paranagua_045_049.tif,images_pr_paranagua_045_049.tif,0
images_pr_paranagua_B10_raw_051_058.tif,labels_pr_paranagua_051_058.tif,images_pr_paranagua_051_058.tif,0
images_pr_paranagua_B10_raw_027_052.tif,labels_pr_paranagua_027_052.tif,images_pr_paranagua_027_052.tif,3
images_pr_paranagua_B10_raw_060_027.tif,labels_pr_paranagua_060_027.tif,images_pr_paranagua_060_027.tif,2
images_pr_paranagua_B10_raw_049_020.tif,labels_pr_paranagua_049_020.tif,images_pr_paranagua_049_020.tif,2
images_pr_paranagua_B10_raw_032_088.tif,labels_pr_paranagua_032_088.tif,images_pr_paranagua_032_088.tif,3
images_pr_paranagua_B10_raw_011_078.tif,labels_pr_paranagua_011_078.tif,images_pr_paranagua_011_078.tif,3
images_pr_paranagua_B10_raw_036_012.tif,labels_pr_paranagua_036_012.tif,images_pr_paranagua_036_012.tif,0
images_pr_paranagua_B10_raw_043_016.tif,labels_pr_paranagua_043_016.tif,images_pr_paranagua_043_016.tif,0
images_pr_guaratuba_B10_raw_11_19.tif,labels_pr_guaratuba_11_19.tif,images_pr_guaratuba_rgb_11_19.tif,2
images_pr_paranagua_B10_raw_055_005.tif,labels_pr_paranagua_055_005.tif,images_pr_paranagua_055_005.tif,0
images_pr_guaratuba_B10_raw_06_18.tif,labels_pr_guaratuba_06_18.tif,images_pr_guaratuba_rgb_06_18.tif,3
images_pr_paranagua_B10_raw_044_022.tif,labels_pr_paranagua_044_022.tif,images_pr_paranagua_044_022.tif,3
images_pr_paranagua_B10_raw_032_081.tif,labels_pr_paranagua_032_081.tif,images_pr_paranagua_032_081.tif,0
images_pr_paranagua_B10_raw_027_090.tif,labels_pr_paranagua_027_090.tif,images_pr_paranagua_027_090.tif,3
images_pr_paranagua_B10_raw_075_054.tif,labels_pr_paranagua_075_054.tif,images_pr_paranagua_075_054.tif,1
images_pr_paranagua_B10_raw_060_029.tif,labels_pr_paranagua_060_029.tif,images_pr_paranagua_060_029.tif,3
images_pr_paranagua_B10_raw_021_100.tif,labels_pr_paranagua_021_100.tif,images_pr_paranagua_021_100.tif,0
images_pr_paranagua_B10_raw_033_010.tif,labels_pr_paranagua_033_010.tif,images_pr_paranagua_033_010.tif,1
images_pr_paranagua_B10_raw_061_032.tif,labels_pr_paranagua_061_032.tif,images_pr_paranagua_061_032.tif,3
images_pr_paranagua_B10_raw_053_010.tif,labels_pr_paranagua_053_010.tif,images_pr_paranagua_053_010.tif,3
images_pr_paranagua_B10_raw_016_062.tif,labels_pr_paranagua_016_062.tif,images_pr_paranagua_016_062.tif,3
images_pr_paranagua_B10_raw_028_100.tif,labels_pr_paranagua_028_100.tif,images_pr_paranagua_028_100.tif,2
images_pr_paranagua_B10_raw_039_098.tif,labels_pr_paranagua_039_098.tif,images_pr_paranagua_039_098.tif,3
images_pr_paranagua_B10_raw_036_008.tif,labels_pr_paranagua_036_008.tif,images_pr_paranagua_036_008.tif,2
images_pr_paranagua_B10_raw_015_066.tif,labels_pr_paranagua_015_066.tif,images_pr_paranagua_015_066.tif,3
images_pr_paranagua_B10_raw_026_093.tif,labels_pr_paranagua_026_093.tif,images_pr_paranagua_026_093.tif,1
images_pr_guaratuba_B10_raw_12_13.tif,labels_pr_guaratuba_12_13.tif,images_pr_guaratuba_rgb_12_13.tif,1
images_pr_paranagua_B10_raw_058_063.tif,labels_pr_paranagua_058_063.tif,images_pr_paranagua_058_063.tif,0
images_pr_paranagua_B10_raw_038_061.tif,labels_pr_paranagua_038_061.tif,images_pr_paranagua_038_061.tif,2
images_pr_paranagua_B10_raw_067_054.tif,labels_pr_paranagua_067_054.tif,images_pr_paranagua_067_054.tif,0
images_pr_paranagua_B10_raw_061_036.tif,labels_pr_paranagua_061_036.tif,images_pr_paranagua_061_036.tif,0
images_pr_paranagua_B10_raw_010_082.tif,labels_pr_paranagua_010_082.tif,images_pr_paranagua_010_082.tif,3
images_pr_paranagua_B10_raw_038_083.tif,labels_pr_paranagua_038_083.tif,images_pr_paranagua_038_083.tif,0
images_pr_paranagua_B10_raw_056_005.tif,labels_pr_paranagua_056_005.tif,images_pr_paranagua_056_005.tif,1
images_pr_paranagua_B10_raw_063_052.tif,labels_pr_paranagua_063_052.tif,images_pr_paranagua_063_052.tif,1
images_pr_paranagua_B10_raw_049_019.tif,labels_pr_paranagua_049_019.tif,images_pr_paranagua_049_019.tif,0
images_pr_paranagua_B10_raw_017_063.tif,labels_pr_paranagua_017_063.tif,images_pr_paranagua_017_063.tif,1
images_pr_paranagua_B10_raw_061_055.tif,labels_pr_paranagua_061_055.tif,images_pr_paranagua_061_055.tif,0
images_pr_guaratuba_B10_raw_15_16.tif,labels_pr_guaratuba_15_16.tif,images_pr_guaratuba_rgb_15_16.tif,3
images_pr_paranagua_B10_raw_010_062.tif,labels_pr_paranagua_010_062.tif,images_pr_paranagua_010_062.tif,3
images_pr_paranagua_B10_raw_035_084.tif,labels_pr_paranagua_035_084.tif,images_pr_paranagua_035_084.tif,3
images_pr_paranagua_B10_raw_016_114.tif,labels_pr_paranagua_016_114.tif,images_pr_paranagua_016_114.tif,1
images_pr_paranagua_B10_raw_028_099.tif,labels_pr_paranagua_028_099.tif,images_pr_paranagua_028_099.tif,1
images_pr_paranagua_B10_raw_049_092.tif,labels_pr_paranagua_049_092.tif,images_pr_paranagua_049_092.tif,2
images_pr_guaratuba_B10_raw_07_22.tif,labels_pr_guaratuba_07_22.tif,images_pr_guaratuba_rgb_07_22.tif,2
images_pr_paranagua_B10_raw_015_064.tif,labels_pr_paranagua_015_064.tif,images_pr_paranagua_015_064.tif,1
images_pr_paranagua_B10_raw_026_059.tif,labels_pr_paranagua_026_059.tif,images_pr_paranagua_026_059.tif,0
images_pr_paranagua_B10_raw_034_011.tif,labels_pr_paranagua_034_011.tif,images_pr_paranagua_034_011.tif,2
images_pr_paranagua_B10_raw_020_113.tif,labels_pr_paranagua_020_113.tif,images_pr_paranagua_020_113.tif,2
images_pr_paranagua_B10_raw_037_095.tif,labels_pr_paranagua_037_095.tif,images_pr_paranagua_037_095.tif,0
images_pr_paranagua_B10_raw_019_075.tif,labels_pr_paranagua_019_075.tif,images_pr_paranagua_019_075.tif,0
images_pr_paranagua_B10_raw_027_108.tif,labels_pr_paranagua_027_108.tif,images_pr_paranagua_027_108.tif,2
images_pr_paranagua_B10_raw_059_054.tif,labels_pr_paranagua_059_054.tif,images_pr_paranagua_059_054.tif,1
images_pr_paranagua_B10_raw_022_076.tif,labels_pr_paranagua_022_076.tif,images_pr_paranagua_022_076.tif,3
images_pr_paranagua_B10_raw_019_071.tif,labels_pr_paranagua_019_071.tif,images_pr_paranagua_019_071.tif,3
images_pr_paranagua_B10_raw_056_022.tif,labels_pr_paranagua_056_022.tif,images_pr_paranagua_056_022.tif,2
images_pr_paranagua_B10_raw_041_059.tif,labels_pr_paranagua_041_059.tif,images_pr_paranagua_041_059.tif,0
images_pr_paranagua_B10_raw_047_045.tif,labels_pr_paranagua_047_045.tif,images_pr_paranagua_047_045.tif,1
images_pr_guaratuba_B10_raw_09_18.tif,labels_pr_guaratuba_09_18.tif,images_pr_guaratuba_rgb_09_18.tif,3
images_pr_paranagua_B10_raw_064_063.tif,labels_pr_paranagua_064_063.tif,images_pr_paranagua_064_063.tif,1
images_pr_paranagua_B10_raw_013_060.tif,labels_pr_paranagua_013_060.tif,images_pr_paranagua_013_060.tif,0
images_pr_paranagua_B10_raw_024_063.tif,labels_pr_paranagua_024_063.tif,images_pr_paranagua_024_063.tif,3
images_pr_paranagua_B10_raw_044_017.tif,labels_pr_paranagua_044_017.tif,images_pr_paranagua_044_017.tif,0
images_pr_guaratuba_B10_raw_11_25.tif,labels_pr_guaratuba_11_25.tif,images_pr_guaratuba_rgb_11_25.tif,2
images_pr_paranagua_B10_raw_052_053.tif,labels_pr_paranagua_052_053.tif,images_pr_paranagua_052_053.tif,2
images_pr_paranagua_B10_raw_055_014.tif,labels_pr_paranagua_055_014.tif,images_pr_paranagua_055_014.tif,3
images_pr_paranagua_B10_raw_024_106.tif,labels_pr_paranagua_024_106.tif,images_pr_paranagua_024_106.tif,2
images_pr_paranagua_B10_raw_058_058.tif,labels_pr_paranagua_058_058.tif,images_pr_paranagua_058_058.tif,1
images_pr_guaratuba_B10_raw_09_21.tif,labels_pr_guaratuba_09_21.tif,images_pr_guaratuba_rgb_09_21.tif,3
images_pr_paranagua_B10_raw_041_024.tif,labels_pr_paranagua_041_024.tif,images_pr_paranagua_041_024.tif,2
images_pr_paranagua_B10_raw_063_067.tif,labels_pr_paranagua_063_067.tif,images_pr_paranagua_063_067.tif,3
images_pr_paranagua_B10_raw_022_086.tif,labels_pr_paranagua_022_086.tif,images_pr_paranagua_022_086.tif,2
images_pr_guaratuba_B10_raw_13_27.tif,labels_pr_guaratuba_13_27.tif,images_pr_guaratuba_rgb_13_27.tif,0
images_pr_paranagua_B10_raw_024_082.tif,labels_pr_paranagua_024_082.tif,images_pr_paranagua_024_082.tif,3
images_pr_paranagua_B10_raw_062_059.tif,labels_pr_paranagua_062_059.tif,images_pr_paranagua_062_059.tif,2
images_pr_paranagua_B10_raw_061_038.tif,labels_pr_paranagua_061_038.tif,images_pr_paranagua_061_038.tif,0
images_pr_paranagua_B10_raw_046_047.tif,labels_pr_paranagua_046_047.tif,images_pr_paranagua_046_047.tif,3
images_pr_paranagua_B10_raw_032_099.tif,labels_pr_paranagua_032_099.tif,images_pr_paranagua_032_099.tif,0
images_pr_paranagua_B10_raw_049_030.tif,labels_pr_paranagua_049_030.tif,images_pr_paranagua_049_030.tif,0
images_pr_paranagua_B10_raw_025_081.tif,labels_pr_paranagua_025_081.tif,images_pr_paranagua_025_081.tif,1
images_pr_guaratuba_B10_raw_08_20.tif,labels_pr_guaratuba_08_20.tif,images_pr_guaratuba_rgb_08_20.tif,3
images_pr_paranagua_B10_raw_010_064.tif,labels_pr_paranagua_010_064.tif,images_pr_paranagua_010_064.tif,3
images_pr_paranagua_B10_raw_020_114.tif,labels_pr_paranagua_020_114.tif,images_pr_paranagua_020_114.tif,2
images_pr_paranagua_B10_raw_070_059.tif,labels_pr_paranagua_070_059.tif,images_pr_paranagua_070_059.tif,3
images_pr_paranagua_B10_raw_024_090.tif,labels_pr_paranagua_024_090.tif,images_pr_paranagua_024_090.tif,2
images_pr_paranagua_B10_raw_027_053.tif,labels_pr_paranagua_027_053.tif,images_pr_paranagua_027_053.tif,2
images_pr_guaratuba_B10_raw_02_21.tif,labels_pr_guaratuba_02_21.tif,images_pr_guaratuba_rgb_02_21.tif,2
images_pr_paranagua_B10_raw_029_061.tif,labels_pr_paranagua_029_061.tif,images_pr_paranagua_029_061.tif,2
images_pr_paranagua_B10_raw_051_009.tif,labels_pr_paranagua_051_009.tif,images_pr_paranagua_051_009.tif,1
images_pr_paranagua_B10_raw_040_011.tif,labels_pr_paranagua_040_011.tif,images_pr_paranagua_040_011.tif,2
images_pr_paranagua_B10_raw_022_084.tif,labels_pr_paranagua_022_084.tif,images_pr_paranagua_022_084.tif,0
images_pr_paranagua_B10_raw_047_087.tif,labels_pr_paranagua_047_087.tif,images_pr_paranagua_047_087.tif,2
images_pr_paranagua_B10_raw_060_044.tif,labels_pr_paranagua_060_044.tif,images_pr_paranagua_060_044.tif,2
images_pr_paranagua_B10_raw_038_014.tif,labels_pr_paranagua_038_014.tif,images_pr_paranagua_038_014.tif,0
images_pr_paranagua_B10_raw_046_050.tif,labels_pr_paranagua_046_050.tif,images_pr_paranagua_046_050.tif,2
images_pr_paranagua_B10_raw_012_077.tif,labels_pr_paranagua_012_077.tif,images_pr_paranagua_012_077.tif,3
images_pr_paranagua_B10_raw_025_062.tif,labels_pr_paranagua_025_062.tif,images_pr_paranagua_025_062.tif,3
images_pr_paranagua_B10_raw_063_043.tif,labels_pr_paranagua_063_043.tif,images_pr_paranagua_063_043.tif,2
images_pr_paranagua_B10_raw_038_095.tif,labels_pr_paranagua_038_095.tif,images_pr_paranagua_038_095.tif,0
images_pr_guaratuba_B10_raw_05_19.tif,labels_pr_guaratuba_05_19.tif,images_pr_guaratuba_rgb_05_19.tif,3
images_pr_paranagua_B10_raw_049_093.tif,labels_pr_paranagua_049_093.tif,images_pr_paranagua_049_093.tif,3
images_pr_paranagua_B10_raw_015_077.tif,labels_pr_paranagua_015_077.tif,images_pr_paranagua_015_077.tif,2
images_pr_paranagua_B10_raw_029_050.tif,labels_pr_paranagua_029_050.tif,images_pr_paranagua_029_050.tif,2
images_pr_paranagua_B10_raw_031_013.tif,labels_pr_paranagua_031_013.tif,images_pr_paranagua_031_013.tif,0
images_pr_paranagua_B10_raw_026_053.tif,labels_pr_paranagua_026_053.tif,images_pr_paranagua_026_053.tif,2
images_pr_paranagua_B10_raw_041_057.tif,labels_pr_paranagua_041_057.tif,images_pr_paranagua_041_057.tif,1
images_pr_paranagua_B10_raw_056_018.tif,labels_pr_paranagua_056_018.tif,images_pr_paranagua_056_018.tif,1
images_pr_paranagua_B10_raw_068_041.tif,labels_pr_paranagua_068_041.tif,images_pr_paranagua_068_041.tif,1
images_pr_paranagua_B10_raw_049_029.tif,labels_pr_paranagua_049_029.tif,images_pr_paranagua_049_029.tif,0
images_pr_paranagua_B10_raw_036_083.tif,labels_pr_paranagua_036_083.tif,images_pr_paranagua_036_083.tif,3
images_pr_paranagua_B10_raw_060_028.tif,labels_pr_paranagua_060_028.tif,images_pr_paranagua_060_028.tif,3
images_pr_paranagua_B10_raw_067_044.tif,labels_pr_paranagua_067_044.tif,images_pr_paranagua_067_044.tif,1
images_pr_guaratuba_B10_raw_07_05.tif,labels_pr_guaratuba_07_05.tif,images_pr_guaratuba_rgb_07_05.tif,3
images_pr_paranagua_B10_raw_057_023.tif,labels_pr_paranagua_057_023.tif,images_pr_paranagua_057_023.tif,3
images_pr_paranagua_B10_raw_044_064.tif,labels_pr_paranagua_044_064.tif,images_pr_paranagua_044_064.tif,0
images_pr_paranagua_B10_raw_029_101.tif,labels_pr_paranagua_029_101.tif,images_pr_paranagua_029_101.tif,2
images_pr_paranagua_B10_raw_061_062.tif,labels_pr_paranagua_061_062.tif,images_pr_paranagua_061_062.tif,0
images_pr_paranagua_B10_raw_030_059.tif,labels_pr_paranagua_030_059.tif,images_pr_paranagua_030_059.tif,0
images_pr_paranagua_B10_raw_069_060.tif,labels_pr_paranagua_069_060.tif,images_pr_paranagua_069_060.tif,1
images_pr_paranagua_B10_raw_027_054.tif,labels_pr_paranagua_027_054.tif,images_pr_paranagua_027_054.tif,1
images_pr_guaratuba_B10_raw_05_15.tif,labels_pr_guaratuba_05_15.tif,images_pr_guaratuba_rgb_05_15.tif,2
images_pr_paranagua_B10_raw_028_081.tif,labels_pr_paranagua_028_081.tif,images_pr_paranagua_028_081.tif,2
images_pr_paranagua_B10_raw_020_063.tif,labels_pr_paranagua_020_063.tif,images_pr_paranagua_020_063.tif,3
images_pr_paranagua_B10_raw_050_050.tif,labels_pr_paranagua_050_050.tif,images_pr_paranagua_050_050.tif,1
images_pr_paranagua_B10_raw_036_058.tif,labels_pr_paranagua_036_058.tif,images_pr_paranagua_036_058.tif,2
images_pr_paranagua_B10_raw_066_046.tif,labels_pr_paranagua_066_046.tif,images_pr_paranagua_066_046.tif,0
images_pr_paranagua_B10_raw_020_074.tif,labels_pr_paranagua_020_074.tif,images_pr_paranagua_020_074.tif,1
images_pr_guaratuba_B10_raw_03_20.tif,labels_pr_guaratuba_03_20.tif,images_pr_guaratuba_rgb_03_20.tif,3
images_pr_paranagua_B10_raw_062_068.tif,labels_pr_paranagua_062_068.tif,images_pr_paranagua_062_068.tif,1
images_pr_paranagua_B10_raw_040_065.tif,labels_pr_paranagua_040_065.tif,images_pr_paranagua_040_065.tif,0
images_pr_paranagua_B10_raw_072_055.tif,labels_pr_paranagua_072_055.tif,images_pr_paranagua_072_055.tif,1
images_pr_guaratuba_B10_raw_09_17.tif,labels_pr_guaratuba_09_17.tif,images_pr_guaratuba_rgb_09_17.tif,3
images_pr_paranagua_B10_raw_067_061.tif,labels_pr_paranagua_067_061.tif,images_pr_paranagua_067_061.tif,1
images_pr_paranagua_B10_raw_031_016.tif,labels_pr_paranagua_031_016.tif,images_pr_paranagua_031_016.tif,0
images_pr_paranagua_B10_raw_046_092.tif,labels_pr_paranagua_046_092.tif,images_pr_paranagua_046_092.tif,0
images_pr_guaratuba_B10_raw_08_04.tif,labels_pr_guaratuba_08_04.tif,images_pr_guaratuba_rgb_08_04.tif,2
